OccID,OccNo,From,To,Moving,V Type,Hull Material,Year Built,Occ Type,Event Type,Damage,Region
22087,M93N5012,27,27,1,3,2,1982,1,5,2,5
22086,M93L3015,27,0,1,5,3,1984,1,5,2,3
22085,M93W1043,27,0,1,5,3,1978,2,2,1,1
22084,22084,0,0,1,3,5,1980,1,2,0,1
22083,22083,0,0,1,3,2,1967,2,6,3,5
22082,22082,27,0,1,3,2,1984,2,8,3,1
22081,22081,27,0,1,5,3,1939,2,2,0,5
22080,22080,0,0,1,5,2,1939,1,4,0,3
22080,22080,0,0,1,5,2,1961,1,4,0,3
22079,22079,27,27,1,3,5,1905,2,8,0,1
22078,M93W1041,27,0,1,3,2,1980,1,2,1,1
22077,M93W1042,27,27,1,3,3,1963,1,2,3,1
22076,22076,0,0,1,4,3,1964,1,5,3,1
22075,22075,0,0,1,3,2,1980,2,6,3,4
22074,22074,0,0,1,3,2,1992,2,6,3,1
22073,22073,27,0,1,3,2,1982,1,2,0,4
22072,22072,0,0,1,3,2,1986,2,8,3,4
22070,22070,27,194,0,5,3,1970,1,4,3,4
22070,22070,0,0,0,5,3,1974,1,4,3,4
22069,M93W1040,26,27,1,5,3,1973,2,4,0,1
22069,M93W1040,27,194,1,5,3,1976,2,4,0,1
22068,22068,27,27,1,3,2,1988,1,4,3,1
22066,22066,0,0,1,3,2,1987,1,2,3,1
22065,22065,0,0,1,3,2,1987,1,4,0,4
22065,22065,27,0,1,3,2,1980,1,4,0,4
22064,22064,27,27,0,5,3,1951,2,2,3,1
22063,22063,0,0,1,3,5,1959,1,5,3,5
22061,22061,27,92,1,2,3,1991,1,1,1,4
22060,22060,0,0,0,3,3,1984,1,2,2,4
22059,22059,0,0,1,5,3,1979,2,1,1,7
22059,22059,0,0,1,5,3,1979,2,1,1,7
22057,22057,0,0,1,5,3,1959,2,8,2,1
22056,22056,27,27,1,3,2,1981,2,8,3,4
22055,22055,0,0,1,3,2,1985,1,8,2,4
22054,22054,0,0,1,3,3,1971,2,8,2,4
22053,22053,27,27,1,3,5,1972,1,4,3,1
22053,22053,27,0,1,3,5,1973,1,4,3,1
22052,22052,0,0,1,1,3,1992,1,4,2,7
22052,22052,0,0,1,1,3,1976,1,4,2,7
22052,22052,27,194,0,1,3,1979,1,4,2,7
22051,22051,0,0,1,5,3,1970,1,4,3,2
22050,22050,27,194,1,2,3,1978,1,4,3,2
22049,22049,0,0,1,3,2,1968,1,2,3,1
22048,M93N5011,194,27,1,3,5,1989,1,8,3,5
22047,22047,27,27,1,2,3,1989,1,4,3,3
22046,22046,0,0,0,5,3,1974,1,1,3,3
22044,22044,27,27,1,5,3,1979,1,7,0,4
22042,22042,0,0,0,2,3,1978,1,1,3,3
22041,22041,0,0,1,3,2,1970,2,8,3,1
22040,22040,27,20,1,2,3,1969,1,4,3,7
22039,22039,27,27,1,2,3,1961,1,4,0,2
22038,22038,27,27,1,5,5,1972,1,8,2,3
22037,22037,27,0,1,2,3,1968,1,4,3,1
22037,22037,96,27,0,2,3,1955,1,4,3,1
22036,22036,0,0,1,5,3,1965,1,4,3,2
22035,22035,0,0,1,3,2,1980,1,1,3,4
22034,22034,0,0,1,5,2,1983,1,4,0,3
22034,22034,0,0,1,5,2,1977,1,4,0,3
22033,M93W1038,27,27,1,3,5,1963,1,2,3,1
22032,22032,27,0,1,3,5,1987,1,2,3,1
22031,22031,0,0,1,5,3,1977,2,4,0,1
22031,22031,0,0,1,5,3,1968,2,4,0,1
22030,22030,0,0,1,3,3,1974,1,2,0,1
22029,22029,27,27,1,3,5,1926,2,6,0,4
22028,22028,194,10,1,4,4,1990,1,4,3,2
22026,22026,0,0,1,5,2,1979,1,4,0,3
22026,22026,0,0,1,5,2,1976,1,4,0,3
22025,M93L3014,80,27,0,2,3,1964,1,7,0,3
22024,22024,27,27,1,3,2,1919,1,2,0,1
22023,M93N5010,27,27,1,3,2,1974,2,8,3,5
22022,M93W1037,27,27,0,3,4,1982,1,5,2,1
22021,M93W1039,0,0,1,5,3,1962,1,4,2,1
22020,M93W1036,0,0,1,3,2,1989,1,2,2,1
22017,22017,27,27,1,5,3,1979,2,4,0,4
22017,22017,27,0,1,5,3,1988,2,4,0,4
22016,M93L3013,27,27,1,4,3,1979,2,6,0,3
22015,M93M4021,27,27,1,3,2,1979,1,5,3,4
22014,22014,0,0,1,5,4,1961,2,4,0,1
22014,22014,27,27,1,5,4,1970,2,4,0,1
22012,22012,0,0,1,3,2,1979,2,8,3,5
22011,M93L3012,27,27,1,3,2,1986,1,5,3,4
22010,M93N5009,27,27,1,3,5,1903,1,5,2,5
22009,22009,0,0,1,3,2,1979,1,2,3,1
22008,22008,0,0,1,3,5,1977,1,7,0,5
22007,22007,0,0,1,2,3,1976,1,7,0,3
22006,22006,27,0,1,3,2,1979,1,7,0,5
22005,M93M4020,27,27,1,3,5,1980,1,5,2,4
22004,22004,44,27,1,2,3,1986,1,4,2,4
22002,22002,194,27,1,2,3,1946,1,2,2,7
22001,22001,194,0,1,3,2,1981,1,2,3,1
21999,21999,0,0,1,3,2,1979,2,8,3,3
21998,21998,0,0,0,2,3,1971,1,1,3,3
21996,21996,0,0,1,5,2,1987,1,4,0,4
21996,21996,27,27,1,5,2,1957,1,4,0,4
21995,M93W1035,27,27,1,3,2,1982,1,5,2,1
21994,M93M4019,27,27,1,3,5,1955,1,5,2,4
21993,21993,27,194,1,2,3,1976,2,6,3,3
21992,21992,0,0,1,3,5,1976,2,6,3,3
21990,M93L3011,27,0,0,4,3,1978,1,7,0,3
21989,21989,0,0,1,5,2,1988,1,4,0,1
21989,21989,27,27,1,5,2,1981,1,4,0,1
21988,21988,0,0,1,5,3,1968,1,2,0,2
21987,21987,0,0,1,3,2,1980,1,8,2,7
21987,21987,0,0,1,3,2,1969,1,8,2,7
21986,21986,0,0,1,3,2,1972,1,2,3,4
21985,M93N5008,27,27,1,5,3,1986,1,7,0,5
21984,21984,0,0,0,2,3,1967,1,1,3,3
21983,21983,0,0,1,3,2,1978,1,2,3,1
21982,21982,10,27,0,1,3,1959,1,5,3,1
21982,21982,0,0,1,1,3,1956,1,5,3,1
21981,21981,0,0,1,3,2,1977,1,2,3,4
21980,M93C2006,27,27,1,4,4,1982,1,4,3,2
21980,M93C2006,0,0,0,4,4,1974,1,4,3,2
21979,21979,0,0,0,2,3,1978,1,1,3,3
21978,21978,0,0,1,3,3,1937,1,4,0,1
21978,21978,0,0,1,3,3,1950,1,4,0,1
21977,21977,27,27,1,5,3,1965,1,7,0,3
21976,21976,27,0,1,5,3,1977,2,8,3,4
21975,21975,27,27,1,2,3,1971,1,2,0,2
21974,21974,194,96,1,2,3,1947,1,5,3,1
21973,21973,0,0,1,5,3,1984,1,4,0,4
21973,21973,27,27,1,5,3,1978,1,4,0,4
21972,M93M4018,27,27,1,3,2,1977,1,2,2,4
21971,21971,27,0,1,3,5,1974,2,6,3,4
21970,M93C2005,0,0,0,5,2,1963,1,4,3,2
21970,M93C2005,0,0,0,5,2,1979,1,4,3,2
21970,M93C2005,0,0,0,5,2,1971,1,4,3,2
21970,M93C2005,0,0,0,5,2,1982,1,4,3,2
21970,M93C2005,0,0,0,5,2,1971,1,4,3,2
21970,M93C2005,0,0,0,5,2,1984,1,4,3,2
21970,M93C2005,27,27,1,5,2,1970,1,4,3,2
21969,21969,22,27,1,2,3,1971,1,7,0,3
21968,M93M4017,27,0,1,3,2,1979,1,2,2,4
21967,21967,27,27,1,3,2,1979,1,2,3,1
21966,21966,0,0,1,3,3,1973,2,6,3,1
21965,21965,0,0,1,4,2,1953,1,2,0,1
21964,21964,27,27,1,3,5,1966,1,2,3,1
21963,21963,27,0,1,5,3,1976,1,4,3,3
21961,21961,27,27,1,5,4,1979,1,4,0,1
21961,21961,0,0,1,5,4,1985,1,4,0,1
21960,21960,0,0,1,5,5,1964,1,4,0,3
21960,21960,0,0,1,5,5,1978,1,4,0,3
21959,21959,0,0,1,3,5,1982,1,7,0,5
21958,21958,27,0,0,5,3,1983,1,7,0,4
21957,21957,27,0,1,3,5,1978,2,6,3,4
21956,21956,0,0,1,3,2,1962,2,6,3,3
21955,21955,0,0,1,2,3,1966,1,1,3,3
21954,21954,0,0,0,2,3,1960,1,1,3,3
21953,21953,27,27,1,3,2,1964,1,1,3,4
21952,M93N5007,27,27,1,3,5,1981,1,5,2,5
21951,21951,27,27,1,5,4,1980,1,4,0,1
21951,21951,27,0,0,5,4,1977,1,4,0,1
21950,21950,27,27,1,5,4,1980,1,4,0,1
21950,21950,27,27,0,5,4,1985,1,4,0,1
21949,M93M0003,0,0,0,3,2,1976,1,8,3,4
21948,M93W1034,10,27,0,2,3,1963,1,7,0,1
21947,M93N5006,27,27,1,3,5,1989,1,5,2,5
21946,M93M4016,27,27,1,3,2,1979,1,8,2,4
21945,M93C2004,27,27,1,2,3,1986,1,4,2,2
21944,21944,0,0,0,2,3,1951,1,1,3,3
21943,21943,27,194,0,2,3,1979,1,7,0,2
21942,M93L3009,194,27,1,2,3,1944,1,4,3,2
21942,M93L3009,0,0,1,2,3,1977,1,4,3,2
21941,21941,27,0,1,5,5,1979,2,4,0,1
21941,21941,27,27,1,5,5,1979,2,4,0,1
21940,M93L3010,20,27,1,2,3,1964,1,4,0,2
21939,21939,194,194,1,2,3,1970,1,4,0,2
21938,21938,0,0,1,3,5,2004,1,8,2,3
21937,M93W0005,27,0,1,5,5,1979,1,8,1,1
21936,21936,27,27,1,3,2,1979,1,2,0,4
21935,21935,27,27,1,3,5,1967,2,8,3,5
21934,21934,27,27,1,3,2,1977,2,8,3,5
21933,21933,0,0,1,5,2,1981,1,4,0,1
21933,21933,27,0,1,5,2,1978,1,4,0,1
21931,M93W0004,27,0,0,3,2,1983,1,8,2,1
21929,21929,27,0,1,3,5,1978,2,6,3,4
21928,21928,0,0,1,2,3,1992,1,1,3,4
21927,21927,27,27,1,2,3,1992,1,4,3,3
21926,21926,0,0,1,3,2,1981,1,2,3,1
21925,21925,0,0,1,3,4,1967,2,8,3,1
21924,M93M4014,27,27,1,3,5,1964,1,7,0,4
21923,21923,0,0,1,2,3,1979,1,1,3,5
21922,21922,0,0,1,2,3,1965,1,1,3,3
21921,M93L3007,125,27,1,2,3,1965,1,4,0,3
21921,M93L3007,27,27,1,2,3,1979,1,4,0,3
21920,M93C2003,27,0,1,3,3,1978,1,2,0,2
21919,M93L3008,0,0,1,3,2,1977,1,7,0,3
21918,21918,0,0,1,3,2,1969,2,6,3,3
21917,21917,27,0,1,3,5,1984,2,6,2,1
21916,21916,27,27,1,3,2,1987,2,6,3,1
21915,21915,20,27,1,1,3,1972,1,4,2,3
21915,21915,20,27,1,1,3,1990,1,4,2,3
21914,21914,27,27,1,3,2,1985,2,6,3,3
21913,21913,27,0,1,4,4,1985,2,6,3,2
21912,21912,27,0,1,3,5,1941,1,1,3,5
21910,21910,27,27,1,3,5,1953,2,6,3,4
21909,21909,0,0,1,5,3,1967,2,8,3,1
21908,21908,0,0,0,2,3,1989,1,1,3,3
21907,21907,0,0,1,5,3,1984,1,4,2,1
21906,21906,27,27,1,5,3,1974,2,1,3,1
21906,21906,0,0,1,5,3,1974,2,1,3,1
21905,M93W1030,0,0,0,5,2,1939,1,4,2,1
21905,M93W1030,27,27,0,5,2,1977,1,4,2,1
21904,21904,0,0,1,5,3,1939,1,1,3,3
21903,21903,27,27,1,3,2,1932,1,2,3,4
21902,21902,27,27,1,5,2,1954,2,4,0,1
21902,21902,27,0,1,5,2,1945,2,4,0,1
21901,21901,27,27,1,5,3,1974,1,4,3,3
21900,21900,27,0,1,3,5,1972,2,6,3,4
21899,21899,27,0,1,3,5,1958,1,1,3,4
21898,21898,27,0,1,3,5,1985,2,6,3,4
21897,21897,0,0,0,2,3,1979,1,1,3,3
21896,21896,27,27,0,4,3,1979,1,7,0,5
21895,21895,0,0,1,3,2,1979,1,1,3,3
21894,21894,0,0,1,2,3,1972,1,1,3,3
21893,21893,27,27,1,5,3,1965,1,4,0,1
21892,21892,0,0,1,1,1,1988,1,4,0,1
21892,21892,27,27,1,1,1,1984,1,4,0,1
21891,21891,27,27,1,2,3,1984,1,1,3,4
21890,21890,27,0,1,5,2,1981,1,4,3,1
21890,21890,26,0,1,5,2,1979,1,4,3,1
21890,21890,0,0,1,5,2,1964,1,4,3,1
21889,21889,125,27,0,2,3,1946,1,1,3,3
21887,21887,125,27,1,2,3,1940,1,1,3,3
21886,21886,27,27,1,2,3,1979,1,1,2,3
21885,21885,27,0,1,3,5,1972,2,6,3,4
21884,21884,96,27,0,2,3,1979,1,7,0,1
21883,21883,194,27,1,2,3,1977,1,4,0,2
21882,21882,0,27,0,2,3,1982,1,4,3,4
21882,21882,27,0,1,2,3,1990,1,4,3,4
21882,21882,0,0,0,2,3,1979,1,4,3,4
21881,21881,27,27,1,2,3,1978,1,1,3,5
21880,21880,0,0,1,3,2,1978,1,2,0,1
21879,21879,27,0,1,5,2,1988,1,4,0,1
21879,21879,27,0,1,5,2,1986,1,4,0,1
21878,21878,27,27,1,5,3,1979,2,8,0,3
21877,21877,27,27,0,5,3,1976,1,2,0,4
21876,21876,0,0,1,5,3,1977,1,2,3,4
21876,21876,0,0,0,5,3,1966,1,2,3,4
21874,M93W1029,27,0,1,5,3,1988,2,1,2,1
21873,21873,27,194,1,5,3,1979,1,7,0,1
21872,21872,0,0,0,5,3,1977,1,7,0,2
21871,21871,27,0,1,3,2,1974,1,2,3,1
21870,M93N5005,27,27,1,3,2,1980,1,8,3,5
21869,M93N5004,0,0,0,3,2,1980,1,5,2,5
21868,21868,0,0,0,2,3,1982,1,1,3,3
21867,21867,27,56,1,2,3,1962,2,2,2,5
21865,21865,193,70,0,2,3,1978,2,5,0,3
21864,21864,27,0,1,2,3,1978,1,4,2,3
21863,M93W1028,27,27,0,2,3,1979,1,7,0,1
21862,21862,27,27,1,2,3,1979,2,2,0,2
21861,M93L3006,27,20,1,2,3,1973,1,2,3,2
21860,21860,27,27,1,5,3,1973,1,7,0,3
21857,M93M4013,27,27,1,3,2,1942,1,4,2,4
21856,M93L0001,27,20,1,2,3,1976,2,2,3,3
21855,21855,27,0,1,3,4,1949,1,7,0,4
21854,21854,22,27,1,2,3,1976,2,6,3,3
21853,21853,0,0,1,3,2,1944,2,6,3,5
21852,21852,27,27,1,3,2,1987,1,4,0,1
21852,21852,26,27,1,3,2,1979,1,4,0,1
21851,21851,125,27,1,2,3,1975,1,1,2,3
21847,21847,27,0,1,5,3,1962,2,6,3,4
21846,21846,27,0,1,5,5,1971,1,7,0,1
21844,21844,27,0,1,3,3,1980,1,1,3,3
21843,M93W1027,194,194,1,3,3,1979,2,2,1,1
21842,21842,194,194,1,3,3,1985,2,6,3,1
21840,21840,0,0,1,3,3,1982,1,7,3,7
21839,M93W1026,0,0,1,3,2,1980,1,5,2,1
21838,M93L3003,27,27,1,2,3,1956,1,4,2,3
21837,M93L3004,27,27,1,2,3,1943,1,2,3,7
21836,21836,27,27,1,5,3,1964,2,6,1,3
21834,21834,0,0,1,2,3,1984,2,2,3,2
21833,21833,27,0,1,3,3,1969,1,5,2,1
21832,21832,27,0,1,3,2,1976,1,2,3,1
21831,21831,0,0,1,3,4,1981,1,5,2,1
21830,21830,27,0,1,3,2,1971,2,8,1,4
21828,21828,27,27,1,2,3,1964,2,6,3,3
21827,21827,0,0,0,3,2,1955,1,8,2,4
21826,21826,0,0,1,5,5,1966,1,4,0,1
21826,21826,194,27,1,5,5,1979,1,4,0,1
21825,M93W1025,27,27,1,3,2,1992,1,2,3,1
21824,21824,27,27,1,4,3,1927,1,1,3,5
21823,21823,27,27,1,5,3,1969,1,1,3,4
21822,21822,0,0,1,5,3,1981,2,3,2,1
21821,21821,0,0,0,3,3,1959,1,8,1,1
21820,21820,0,0,1,3,2,1987,2,1,2,4
21819,M93C0001,27,194,1,2,3,1984,1,5,1,7
21818,21818,27,27,1,5,3,1975,1,7,0,1
21817,21817,0,0,1,3,1,1954,2,6,1,1
21815,M93W1024,27,27,1,3,2,1957,1,8,2,1
21814,21814,10,27,1,2,3,1970,1,7,0,1
21813,21813,0,0,0,3,3,1973,2,8,3,5
21812,21812,27,157,0,2,3,1979,1,2,0,3
21811,M93C2001,194,27,1,2,3,1973,1,2,3,7
21810,21810,27,27,1,5,4,1979,2,8,2,1
21809,21809,27,27,1,5,3,1963,1,2,0,1
21808,M93L3002,20,27,1,2,3,1984,1,4,3,2
21808,M93L3002,27,0,1,2,3,1991,1,4,3,2
21807,21807,27,0,1,3,2,1981,1,1,3,4
21805,21805,27,8,1,4,3,1972,1,7,0,7
21804,21804,169,63,1,2,3,1989,1,1,3,3
21803,M93W1022,27,27,1,3,2,1979,1,2,2,1
21802,21802,194,27,1,5,3,1983,1,4,0,1
21802,21802,27,27,1,5,3,1976,1,4,0,1
21801,21801,27,27,1,5,3,1987,2,4,0,1
21801,21801,27,27,1,5,3,1976,2,4,0,1
21800,21800,0,0,0,1,3,1950,1,8,2,2
21798,21798,0,0,1,3,2,1950,1,5,3,1
21797,21797,0,0,1,2,3,1971,1,1,2,3
21796,21796,27,27,0,2,3,1979,1,4,3,3
21795,M93W1021,96,27,0,2,3,1974,1,7,1,1
21794,21794,0,0,0,2,3,1975,2,6,2,3
21793,21793,27,175,1,2,3,1941,1,1,3,3
21792,21792,0,0,1,2,3,1975,1,2,2,3
21791,21791,0,0,1,2,3,1967,1,1,2,3
21790,21790,194,27,1,2,3,1973,2,6,3,4
21789,M93W1023,27,27,1,5,3,1971,1,7,0,1
21788,21788,27,194,1,2,3,1964,2,6,0,2
21787,M93W1020,27,0,1,5,5,1992,1,8,3,1
21786,21786,27,0,0,2,3,1976,1,4,3,1
21786,21786,27,27,0,2,3,1988,1,4,3,1
21785,21785,0,0,0,2,3,1976,1,5,3,3
21783,21783,27,27,0,3,2,1972,1,5,2,1
21781,21781,44,27,1,2,3,1978,2,6,2,4
21780,21780,10,27,1,2,3,1987,1,7,0,1
21779,21779,0,0,0,3,2,1986,1,8,1,4
21778,M93W0003,27,27,1,3,2,1946,2,1,2,1
21777,21777,194,194,1,5,3,1970,1,4,2,1
21776,21776,27,27,1,2,3,1979,2,6,3,3
21775,M93M4012,27,27,1,3,5,1978,1,2,3,4
21774,21774,27,20,1,2,3,1980,1,1,3,4
21773,21773,27,10,1,2,3,1990,1,4,2,3
21773,21773,27,27,1,2,3,1968,1,4,2,3
21772,21772,0,0,0,2,3,1987,1,7,0,4
21771,21771,27,27,1,5,3,1967,1,4,3,4
21770,21770,63,27,1,2,3,1984,1,1,3,3
21767,21767,0,0,0,5,2,1988,1,8,2,5
21766,21766,0,0,1,3,4,1970,1,7,0,1
21764,21764,27,27,1,2,3,1987,2,6,3,4
21762,21762,27,27,1,3,3,1954,1,7,0,1
21761,21761,0,0,1,2,3,1954,2,6,3,3
21760,M93M0002,27,0,1,2,3,1971,1,5,2,3
21759,21759,27,27,1,5,3,1962,1,1,3,3
21758,21758,0,0,0,5,3,1979,1,1,1,4
21757,21757,27,27,1,3,5,1984,1,2,0,1
21756,21756,0,0,1,2,3,1974,1,1,3,4
21754,21754,27,27,1,5,3,1973,1,4,3,1
21753,21753,194,27,1,2,3,1961,1,4,3,3
21752,21752,0,0,1,3,2,1973,2,6,3,4
21751,M93W1018,0,0,0,5,2,1989,1,5,2,1
21750,M93W1017,27,27,1,5,3,1983,1,4,0,1
21750,M93W1017,27,27,1,5,3,1979,1,4,0,1
21749,21749,0,0,0,2,3,1984,1,1,3,3
21748,21748,0,0,0,3,3,1983,1,5,3,1
21747,21747,27,0,1,3,2,1960,1,2,0,1
21746,M93W1016,27,27,0,3,2,1974,1,8,1,1
21745,21745,27,0,1,5,3,1970,2,6,0,1
21744,21744,27,27,1,2,3,1966,1,4,2,1
21743,21743,0,0,1,5,3,1976,1,4,3,7
21743,21743,0,0,1,5,3,1979,1,4,3,7
21742,21742,27,27,1,2,3,1980,2,6,3,4
21741,21741,27,0,1,5,4,1974,1,5,3,1
21739,M93N5003,27,27,1,3,3,1963,1,7,0,5
21738,21738,27,27,0,5,3,1980,1,7,0,3
21737,21737,27,27,1,4,4,1979,2,6,3,1
21736,M93M4009,27,0,1,3,5,1975,2,8,3,4
21735,M93M4008,27,27,1,3,2,1974,1,2,2,4
21734,21734,194,213,1,2,3,1979,1,4,3,3
21734,21734,27,0,1,2,3,1972,1,4,3,3
21732,21732,0,0,1,5,3,1974,2,6,3,3
21731,M93W1015,27,0,1,3,2,1970,1,2,0,1
21730,21730,0,0,0,1,3,1978,1,4,3,1
21730,21730,0,0,1,1,3,1952,1,4,3,1
21730,21730,27,27,1,1,3,1955,1,4,3,1
21729,21729,0,0,1,1,1,1970,2,1,3,1
21729,21729,0,0,1,1,1,1969,2,1,3,1
21729,21729,27,27,1,1,1,1982,2,1,3,1
21729,21729,27,27,1,1,1,1988,2,1,3,1
21728,21728,27,63,0,3,2,1947,1,1,2,5
21726,21726,141,27,1,2,3,1979,2,6,3,4
21725,21725,0,0,1,3,2,1982,1,1,2,1
21724,21724,27,0,1,5,3,1982,1,4,0,1
21724,21724,0,0,1,5,3,1990,1,4,0,1
21723,M93N5002,27,0,1,3,2,1990,1,2,2,5
21722,21722,10,27,1,2,3,1981,1,4,3,3
21722,21722,27,0,1,2,3,1975,1,4,3,3
21721,21721,0,0,1,3,3,1966,1,1,3,5
21720,21720,27,94,1,2,3,1938,2,6,3,5
21719,M93W1014,96,27,1,2,3,1989,2,4,0,1
21719,M93W1014,27,27,1,2,3,1974,2,4,0,1
21718,21718,27,194,1,2,3,1974,1,4,0,1
21718,21718,27,0,1,2,3,1991,1,4,0,1
21717,M93W1013,27,27,1,1,2,1986,1,8,1,1
21717,M93W1013,27,27,1,1,2,1975,1,8,1,1
21716,21716,27,27,1,5,3,1936,1,1,3,3
21715,21715,27,27,1,3,2,1970,1,4,0,1
21714,21714,27,0,0,5,3,1926,1,4,0,5
21713,21713,0,0,1,2,3,1976,1,1,3,3
21712,21712,27,27,1,3,2,1940,1,2,0,1
21711,21711,27,27,1,2,3,1923,1,1,3,3
21710,21710,27,27,1,3,2,1979,1,2,0,1
21708,21708,27,27,1,3,5,1964,1,1,0,4
21707,21707,27,27,1,5,5,1979,1,2,3,1
21706,M93M4007,27,0,1,2,3,1969,1,5,3,4
21705,21705,27,27,1,4,2,1968,1,1,2,5
21703,M93M4006,27,0,1,2,3,1952,1,1,2,5
21700,M93M4005,133,27,1,2,3,1979,1,1,3,4
21699,21699,0,0,1,2,3,1963,1,1,3,3
21698,21698,27,27,1,3,5,1968,1,1,3,5
21697,21697,0,0,0,5,2,1952,1,5,3,1
21696,21696,0,0,1,5,4,1979,1,4,0,1
21696,21696,0,0,1,5,4,1979,1,4,0,1
21695,21695,0,0,1,3,5,1979,1,2,3,1
21694,21694,27,243,1,2,3,1979,1,4,0,1
21694,21694,27,27,1,2,3,1963,1,4,0,1
21693,21693,0,0,1,3,3,1979,1,7,0,4
21691,M93M4004,27,27,1,3,3,1979,1,8,2,4
21690,21690,10,10,1,2,3,1979,2,8,2,5
21689,21689,0,0,1,5,3,1990,1,5,2,3
21688,M93W1011,89,27,1,2,3,1979,1,4,0,1
21688,M93W1011,194,27,1,2,3,1973,1,4,0,1
21687,21687,0,0,1,3,2,1982,2,6,3,4
21685,21685,27,0,1,2,3,1979,1,1,2,3
21684,M93W1010,27,0,1,3,3,1985,1,2,3,1
21683,M93W1009,26,27,1,5,3,1964,1,2,0,1
21682,21682,27,27,1,3,3,1993,2,2,0,5
21682,21682,0,0,1,3,3,1984,2,2,0,5
21681,21681,27,0,1,2,3,1979,1,1,3,3
21679,M93W1007,0,0,0,1,2,1959,1,4,3,1
21679,M93W1007,167,27,1,1,2,1968,1,4,3,1
21678,21678,27,94,1,2,3,1986,2,3,0,4
21676,21676,27,0,0,5,5,1981,1,5,1,1
21675,21675,27,0,0,2,3,1985,2,1,3,3
21675,21675,27,0,1,2,3,1967,2,1,3,3
21674,21674,0,0,0,3,2,1974,1,4,3,3
21674,21674,0,0,0,3,2,1971,1,4,3,3
21673,21673,0,0,0,3,2,1979,1,4,3,3
21673,21673,0,0,0,3,2,1979,1,4,3,3
21672,M93W1005,27,27,1,3,4,1980,1,4,2,1
21672,M93W1005,27,27,1,3,4,1973,1,4,2,1
21671,M93M4003,27,27,1,3,5,1966,1,5,2,4
21670,M93W1006,194,27,1,2,3,1968,1,4,1,1
21669,21669,0,0,1,3,1,1962,2,7,0,1
21668,M92L3021,27,27,1,2,3,1990,2,6,0,3
21667,21667,27,27,1,2,3,1983,1,4,0,3
21666,M93M4002,27,27,1,3,2,1985,1,2,2,4
21665,21665,27,27,1,3,3,1962,1,4,2,1
21665,21665,0,0,1,3,3,1979,1,4,2,1
21663,21663,0,0,0,3,5,1972,1,4,3,1
21663,21663,0,0,1,3,5,1982,1,4,3,1
21662,21662,0,0,0,3,2,1993,1,4,3,1
21662,21662,27,27,1,3,2,1969,1,4,3,1
21661,21661,26,0,0,3,2,1969,2,8,3,1
21660,M93M4001,27,27,1,3,2,1979,1,2,2,4
21659,M93L3001,27,157,0,2,3,1987,1,4,3,3
21659,M93L3001,27,27,1,2,3,1979,1,4,3,3
21658,21658,27,27,1,2,3,1987,2,2,0,2
21657,21657,27,27,1,3,2,1979,1,4,1,1
21656,21656,27,27,1,3,2,1988,2,2,3,1
21655,21655,27,20,0,2,3,1979,1,1,3,2
21654,21654,0,0,1,5,5,1985,1,2,3,4
21652,21652,10,27,1,5,3,1980,1,1,3,4
21651,21651,0,0,0,3,2,1979,1,1,3,1
21650,21650,27,0,0,5,3,1966,1,7,0,2
21648,21648,27,27,1,3,5,1982,1,2,2,1
21646,21646,152,27,0,4,3,1979,2,4,0,5
21646,21646,27,27,0,4,3,1964,2,4,0,5
21645,21645,0,0,1,4,4,1968,1,4,0,1
21645,21645,27,0,1,4,4,1968,1,4,0,1
21644,21644,27,27,1,3,2,1964,1,4,1,1
21644,21644,0,0,0,3,2,1963,1,4,1,1
21644,21644,0,0,0,3,2,1985,1,4,1,1
21644,21644,0,0,0,3,2,1978,1,4,1,1
21643,21643,27,0,1,3,2,1963,1,2,3,1
21642,21642,27,27,1,4,3,1960,1,5,3,2
21640,21640,27,194,0,2,3,1990,2,2,3,2
21639,21639,0,0,0,5,3,1979,1,7,0,3
21638,21638,0,0,1,5,3,1975,2,6,3,3
21636,M93W0001,27,0,1,5,4,1963,1,4,3,1
21634,21634,0,0,1,2,3,1963,1,1,3,3
21632,21632,27,0,0,3,3,1982,1,2,3,1
21631,21631,27,27,0,3,2,1984,2,8,2,1
21630,M93N5001,27,0,1,3,2,1979,1,4,2,5
21629,21629,0,0,0,3,5,1980,1,8,2,4
21628,21628,27,27,1,3,3,1960,1,1,2,5
21627,21627,27,125,1,2,3,1988,2,3,0,5
21626,21626,0,0,1,1,1,1971,1,4,2,1
21626,21626,27,27,1,1,1,1987,1,4,2,1
21625,21625,0,0,1,1,1,1972,1,2,2,1
21625,21625,0,0,0,1,1,1984,1,2,2,1
21624,M93W1003,27,27,1,5,3,1971,1,7,0,1
21623,21623,0,0,0,3,5,1975,2,8,3,5
21622,M93W1002,27,0,1,5,3,1979,2,4,0,1
21622,M93W1002,27,0,1,5,3,1985,2,4,0,1
21622,M93W1002,27,0,1,5,3,1990,2,4,0,1
21622,M93W1002,27,0,1,5,3,1979,2,4,0,1
21620,21620,27,27,1,2,3,1980,2,6,2,2
21619,21619,27,193,1,2,3,1986,2,3,3,4
21617,21617,27,27,1,4,3,1988,2,2,3,3
21616,21616,27,0,0,2,3,1987,1,4,3,3
21616,21616,27,27,1,2,3,1987,1,4,3,3
21615,21615,27,27,1,5,3,1963,1,5,3,1
21614,21614,0,0,1,1,1,1968,1,4,0,1
